,Image,Accuracy,F1,Jaccard,Recall,Precision
270,2677,0.98663330078125,0.7574750830564784,0.6096256684491979,0.7633928571428571,0.7516483516483516
271,2681,0.99578857421875,0.0,0.0,0.0,1.0
272,2684,0.99566650390625,0.7004219409282701,0.538961038961039,0.538961038961039,1.0
273,2686,0.99578857421875,0.0,0.0,0.0,1.0
274,2692,0.99249267578125,0.8032,0.6711229946524064,0.9471698113207547,0.6972222222222222
275,2698,0.9822998046875,0.7963483146067416,0.661610268378063,0.6974169741697417,0.9279869067103109
276,2699,0.992431640625,0.8993506493506492,0.8171091445427728,0.8368580060422961,0.9719298245614035
277,27,0.99835205078125,0.8571428571428572,0.75,0.9,0.8181818181818182
278,270,0.99578857421875,0.8812392426850258,0.7876923076923077,0.9808429118773946,0.8
279,2716,0.9837646484375,0.0,0.0,0.0,1.0
280,2728,0.9952392578125,0.9484126984126984,0.9018867924528302,0.9098984771573604,0.9903314917127072
281,274,0.99798583984375,0.9124668435013262,0.8390243902439024,0.9942196531791907,0.8431372549019608
282,2742,0.991455078125,0.8296836982968371,0.7089397089397089,0.9316939890710383,0.7478070175438597
283,2743,0.986328125,0.5836431226765799,0.4120734908136483,0.7235023041474654,0.48909657320872274
284,2783,0.989501953125,0.7866004962779156,0.6482617586912065,0.8453333333333334,0.7354988399071926
285,2784,0.98333740234375,0.6265389876880985,0.45617529880478086,0.715625,0.5571776155717761
286,2791,0.9735107421875,0.5188470066518847,0.3502994011976048,0.36335403726708076,0.9069767441860465
287,2797,0.95965576171875,0.4831899921813917,0.3185567010309278,0.3468013468013468,0.7963917525773195
288,2800,0.98583984375,0.4774774774774775,0.3136094674556213,0.37992831541218636,0.6424242424242425
289,2807,0.99658203125,0.8478260869565217,0.7358490566037735,0.9629629629629629,0.7572815533980582
290,2810,0.9913330078125,0.7041666666666666,0.5434083601286174,1.0,0.5434083601286174
291,2811,0.99566650390625,0.9015256588072122,0.8207070707070707,0.9789156626506024,0.8354755784061697
292,2822,0.99822998046875,0.8663594470046082,0.7642276422764228,0.9894736842105263,0.7704918032786885
293,2828,0.999267578125,0.9375,0.8823529411764706,0.989010989010989,0.8910891089108911
294,283,0.9996337890625,0.9375,0.8823529411764706,1.0,0.8823529411764706
295,2847,0.991455078125,0.8717948717948718,0.7727272727272727,0.9224806201550387,0.8263888888888888
296,2858,0.98907470703125,0.15165876777251186,0.08205128205128205,0.08205128205128205,1.0
297,2862,0.98980712890625,0.0,0.0,0.0,1.0
298,2863,0.9925537109375,0.7024390243902439,0.5413533834586466,0.6428571428571429,0.7741935483870968
299,2883,0.9959716796875,0.7027027027027027,0.5416666666666666,0.9873417721518988,0.5454545454545454
300,2899,0.9959716796875,0.7155172413793105,0.5570469798657718,0.8829787234042553,0.6014492753623188
301,2923,0.9931640625,0.8400000000000001,0.7241379310344828,1.0,0.7241379310344828
302,2924,0.99566650390625,0.8352668213457076,0.7171314741035857,1.0,0.7171314741035857
303,2926,0.993896484375,0.38271604938271603,0.2366412213740458,0.2366412213740458,1.0
304,2927,0.9908447265625,0.6323529411764705,0.46236559139784944,0.9485294117647058,0.4742647058823529
305,2929,0.99267578125,0.8153846153846154,0.6883116883116883,0.9742647058823529,0.701058201058201
306,2934,0.99237060546875,0.8832866479925303,0.7909698996655519,0.8615664845173042,0.9061302681992337
307,2936,0.989990234375,0.8677419354838709,0.7663817663817664,0.9889705882352942,0.7729885057471264
308,2940,0.98699951171875,0.8922610015174507,0.8054794520547945,0.8837675350701403,0.9009193054136875
309,2942,0.990966796875,0.8492871690427698,0.7380530973451327,0.7568058076225045,0.9675174013921114
310,2947,0.9976806640625,0.9136363636363637,0.8410041841004184,0.8777292576419214,0.95260663507109
311,2948,0.99627685546875,0.9301260022909508,0.8693790149892934,0.9783132530120482,0.8864628820960698
312,295,0.999267578125,0.9755102040816327,0.952191235059761,1.0,0.952191235059761
313,2954,0.99554443359375,0.0,0.0,0.0,1.0
314,2965,0.97039794921875,0.24806201550387594,0.1415929203539823,0.14336917562724014,0.9195402298850575
315,2971,0.9752197265625,0.1680327868852459,0.09172259507829977,0.12974683544303797,0.23837209302325582
316,2984,0.99322509765625,0.8614232209737828,0.756578947368421,0.8984375,0.8273381294964028
317,299,0.99761962890625,0.9499358151476252,0.9046454767726161,0.9973045822102425,0.9068627450980392
318,2991,0.98626708984375,0.842986741102582,0.7285886610373945,0.7655259822560203,0.937888198757764
319,2993,0.98077392578125,0.0,0.0,0.0,0.0
320,2999,0.98455810546875,0.36272040302267006,0.22153846153846155,0.22153846153846155,1.0
321,3010,0.99041748046875,0.0,0.0,0.0,1.0
322,3013,0.99237060546875,0.0,0.0,0.0,1.0
323,3017,0.99176025390625,0.873477038425492,0.7753743760399334,0.8189806678383128,0.9357429718875502
324,3024,0.99853515625,0.967391304347826,0.9368421052631579,0.978021978021978,0.956989247311828
325,3025,0.99859619140625,0.9717791411042944,0.9451073985680191,0.9588377723970944,0.9850746268656716
326,3026,0.9970703125,0.9292035398230089,0.8677685950413223,0.984375,0.8798882681564246
327,3028,0.99822998046875,0.7521367521367521,0.6027397260273972,1.0,0.6027397260273972
328,3031,0.995849609375,0.9672762271414822,0.9366262814538676,0.9410112359550562,0.995049504950495
329,3036,0.97320556640625,0.0,0.0,0.0,0.0
330,3042,0.96514892578125,0.31287605294825505,0.18544935805991442,0.37037037037037035,0.2708333333333333
331,3045,0.98577880859375,0.7481081081081081,0.5975820379965457,0.6975806451612904,0.8065268065268065
332,3048,0.99774169921875,0.0,0.0,0.0,1.0
333,3057,0.9859619140625,0.7012987012987013,0.54,0.8256880733944955,0.6094808126410836
334,3064,0.9923095703125,0.5800000000000001,0.4084507042253521,0.4084507042253521,1.0
335,31,0.99761962890625,0.9324090121317157,0.8733766233766234,0.9405594405594405,0.9243986254295533
336,312,0.9981689453125,0.963855421686747,0.9302325581395349,0.9950248756218906,0.9345794392523364
337,337,0.99871826171875,0.9648241206030151,0.9320388349514563,0.972972972972973,0.9568106312292359
338,338,0.99908447265625,0.9718574108818012,0.9452554744525548,0.9923371647509579,0.9522058823529411
339,345,0.99578857421875,0.8787346221441126,0.7836990595611285,0.7836990595611285,1.0
340,35,0.99993896484375,0.983050847457627,0.9666666666666667,1.0,0.9666666666666667
341,369,0.99853515625,0.8899082568807339,0.8016528925619835,0.8738738738738738,0.9065420560747663
342,37,0.999267578125,0.9620253164556962,0.926829268292683,0.9325153374233128,0.9934640522875817
343,379,0.9979248046875,0.9170731707317074,0.8468468468468469,0.8663594470046083,0.9740932642487047
344,38,0.99884033203125,0.9521410579345088,0.9086538461538461,0.9310344827586207,0.9742268041237113
345,383,0.99761962890625,0.9530685920577617,0.9103448275862069,0.9777777777777777,0.9295774647887324
346,393,0.99853515625,0.0,0.0,0.0,1.0
347,396,0.992919921875,0.8699551569506727,0.7698412698412699,0.9797979797979798,0.782258064516129
348,398,0.9984130859375,0.9626436781609196,0.9279778393351801,0.9738372093023255,0.9517045454545454
349,40,0.99908447265625,0.9616368286445013,0.9261083743842364,1.0,0.9261083743842364
350,419,0.998779296875,0.9728997289972899,0.9472295514511874,0.9755434782608695,0.9702702702702702
351,420,0.997314453125,0.9434447300771208,0.8929440389294404,0.8995098039215687,0.9918918918918919
352,430,0.9986572265625,0.9256756756756757,0.8616352201257862,0.9856115107913669,0.8726114649681529
353,431,0.99957275390625,0.9729729729729729,0.9473684210526315,0.9767441860465116,0.9692307692307692
354,436,0.99786376953125,0.8444444444444443,0.7307692307692307,1.0,0.7307692307692307
355,441,0.99267578125,0.844559585492228,0.7309417040358744,0.7358916478555305,0.9908814589665653
356,452,0.99896240234375,0.952112676056338,0.9086021505376344,0.9712643678160919,0.9337016574585635
357,456,0.99853515625,0.9771863117870723,0.9553903345724907,0.9771863117870723,0.9771863117870723
358,463,0.99761962890625,0.8115942028985507,0.6829268292682927,0.9438202247191011,0.711864406779661
359,465,0.9986572265625,0.9565217391304348,0.9166666666666666,0.9236641221374046,0.9918032786885246
360,47,0.993896484375,0.8666666666666666,0.7647058823529411,1.0,0.7647058823529411
361,476,0.99932861328125,0.9105691056910569,0.835820895522388,0.9655172413793104,0.8615384615384616
362,492,0.99761962890625,0.926829268292683,0.8636363636363636,0.9840637450199203,0.875886524822695
363,495,0.99908447265625,0.8484848484848485,0.7368421052631579,0.8571428571428571,0.84
